Variable,Classification,SWAT_File,Text_File_Structure,Line,Code,Data_Type,Units,Default,Min_Value,Max_Value,Description,Source_Procedure,Original_Name
huc12_dum,RESERVOIR,nutrients.res,nutrients.res,2955,R,char,,,,,Parameter from nutrients.res via gwflow_read,gwflow_read,huc12_dum
huc12_connect,RESERVOIR,nutrients.res,nutrients.res,2956,R,char,,,,,Parameter from nutrients.res via gwflow_read,gwflow_read,huc12_connect(k)
huc12_id,RESERVOIR,nutrients.res,nutrients.res,2957,R,int,,,,,Parameter from nutrients.res via gwflow_read,gwflow_read,huc12_id
cell_num,RESERVOIR,nutrients.res,nutrients.res,2958,R,int,,,,,Parameter from nutrients.res via gwflow_read,gwflow_read,cell_num
cell_num,RESERVOIR,nutrients.res,nutrients.res,2959,R,int,,,,,Parameter from nutrients.res via gwflow_read,gwflow_read,cell_num
hru_id,RESERVOIR,nutrients.res,nutrients.res,2960,R,int,,,,,Parameter from nutrients.res via gwflow_read,gwflow_read,hru_id
cell_area,RESERVOIR,nutrients.res,nutrients.res,2961,R,real,ha,,,,Parameter from nutrients.res via gwflow_read,gwflow_read,cell_area
poly_area,RESERVOIR,nutrients.res,nutrients.res,2962,R,real,ha,,,,Parameter from nutrients.res via gwflow_read,gwflow_read,poly_area
obs_channels,RESERVOIR,nutrients.res,nutrients.res,2963,R,char,,,,,Parameter from nutrients.res via gwflow_read,gwflow_read,obs_channels(i)
"obs_flow_vals,j=1,gw_num_obs_chan",RESERVOIR,nutrients.res,nutrients.res,2964,R,int,m3/s,,,,Parameter from nutrients.res via gwflow_read,gwflow_read,"obs_flow_vals(j,i),j=1,gw_num_obs_chan"
in_sim,RESERVOIR,nutrients.res,nutrients.res,2965,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_sim
in_basin,RESERVOIR,nutrients.res,nutrients.res,2966,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_basin
in_cli,RESERVOIR,nutrients.res,nutrients.res,2967,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_cli
in_con,RESERVOIR,nutrients.res,nutrients.res,2968,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_con
in_cha,RESERVOIR,nutrients.res,nutrients.res,2969,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_cha
in_res,RESERVOIR,nutrients.res,nutrients.res,2970,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_res
in_ru,RESERVOIR,nutrients.res,nutrients.res,2971,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_ru
in_hru,RESERVOIR,nutrients.res,nutrients.res,2972,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_hru
in_exco,RESERVOIR,nutrients.res,nutrients.res,2973,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_exco
in_rec,RESERVOIR,nutrients.res,nutrients.res,2974,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_rec
in_delr,RESERVOIR,nutrients.res,nutrients.res,2975,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_delr
in_aqu,RESERVOIR,nutrients.res,nutrients.res,2976,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_aqu
in_herd,RESERVOIR,nutrients.res,nutrients.res,2977,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_herd
in_watrts,RESERVOIR,nutrients.res,nutrients.res,2978,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_watrts
in_link,RESERVOIR,nutrients.res,nutrients.res,2979,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_link
in_hyd,RESERVOIR,nutrients.res,nutrients.res,2980,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_hyd
in_str,RESERVOIR,nutrients.res,nutrients.res,2981,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_str
in_parmdb,RESERVOIR,nutrients.res,nutrients.res,2982,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_parmdb
in_ops,RESERVOIR,nutrients.res,nutrients.res,2983,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_ops
in_lum,RESERVOIR,nutrients.res,nutrients.res,2984,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_lum
in_chg,RESERVOIR,nutrients.res,nutrients.res,2985,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_chg
in_init,RESERVOIR,nutrients.res,nutrients.res,2986,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_init
in_sol,RESERVOIR,nutrients.res,nutrients.res,2987,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_sol
in_cond,RESERVOIR,nutrients.res,nutrients.res,2988,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_cond
in_regs,RESERVOIR,nutrients.res,nutrients.res,2989,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_regs
in_path_pcp,RESERVOIR,nutrients.res,nutrients.res,2990,R,real,mm,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_path_pcp
in_path_tmp,RESERVOIR,nutrients.res,nutrients.res,2991,R,real,degC,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_path_tmp
in_path_slr,RESERVOIR,nutrients.res,nutrients.res,2992,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_path_slr
in_path_hmd,RESERVOIR,nutrients.res,nutrients.res,2993,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_path_hmd
in_path_wnd,RESERVOIR,nutrients.res,nutrients.res,2994,R,char,,,,,Parameter from nutrients.res via readcio_read,readcio_read,in_path_wnd
dtbl_res,RESERVOIR,nutrients.res,nutrients.res,2995,R,char,,,,,Parameter from nutrients.res via dtbl_res_read,dtbl_res_read,dtbl_res(i)%name
dtbl_res,RESERVOIR,nutrients.res,nutrients.res,2996,R,char,,,,,Parameter from nutrients.res via dtbl_res_read,dtbl_res_read,dtbl_res(i)%conds
dtbl_res,RESERVOIR,nutrients.res,nutrients.res,2997,R,char,,,,,Parameter from nutrients.res via dtbl_res_read,dtbl_res_read,dtbl_res(i)%alts
dtbl_res,RESERVOIR,nutrients.res,nutrients.res,2998,R,char,,,,,Parameter from nutrients.res via dtbl_res_read,dtbl_res_read,dtbl_res(i)%acts
dtbl_res,RESERVOIR,nutrients.res,nutrients.res,2999,R,char,,,,,Parameter from nutrients.res via dtbl_res_read,dtbl_res_read,dtbl_res(i)%cond(ic)
dtbl_res,RESERVOIR,nutrients.res,nutrients.res,3000,R,char,,,,,Parameter from nutrients.res via dtbl_res_read,dtbl_res_read,"dtbl_res(i)%alt(ic,ial), ial = 1, dtbl_res(i)%alts"
dtbl_res,RESERVOIR,nutrients.res,nutrients.res,3001,R,char,,,,,Parameter from nutrients.res via dtbl_res_read,dtbl_res_read,dtbl_res(i)%act(iac)
dtbl_res,RESERVOIR,nutrients.res,nutrients.res,3002,R,char,,,,,Parameter from nutrients.res via dtbl_res_read,dtbl_res_read,"dtbl_res(i)%act_outcomes(iac,ial), ial = 1, dtbl_res(i)%alts"
res_salt_data,RESERVOIR,nutrients.res,nutrients.res,3003,R,char,,,,,Parameter from nutrients.res via res_read_saltdb,res_read_saltdb,res_salt_data(ires)%name
res_salt_data,RESERVOIR,nutrients.res,nutrients.res,3004,R,char,,,,,Parameter from nutrients.res via res_read_saltdb,res_read_saltdb,res_salt_data(ires)%c_init
res_cs_data,RESERVOIR,nutrients.res,nutrients.res,3005,R,char,,,,,Parameter from nutrients.res via res_read_cs,res_read_cs,res_cs_data(ires)
res_init_dat_c,RESERVOIR,nutrients.res,nutrients.res,3006,R,char,,,,,Parameter from nutrients.res via res_read_init,res_read_init,res_init_dat_c(ires)
plant_name,RESERVOIR,nutrients.res,nutrients.res,3007,R,char,,,,,Parameter from nutrients.res via salt_plant_read,salt_plant_read,plant_name
salt_stress_a,RESERVOIR,nutrients.res,nutrients.res,3008,R,char,,,,,Parameter from nutrients.res via salt_plant_read,salt_plant_read,salt_stress_a(iplant)
salt_stress_b,RESERVOIR,nutrients.res,nutrients.res,3009,R,char,,,,,Parameter from nutrients.res via salt_plant_read,salt_plant_read,salt_stress_b(iplant)
res_weir,RESERVOIR,nutrients.res,nutrients.res,3010,R,char,,,,,Parameter from nutrients.res via res_read_weir,res_read_weir,res_weir(ires)
res_dat_c_cs,RESERVOIR,nutrients.res,nutrients.res,3011,R,char,,,,,Parameter from nutrients.res via res_read_salt_cs,res_read_salt_cs,res_dat_c_cs(ires)
res_cs_data,RESERVOIR,nutrients.res,nutrients.res,3012,R,char,,,,,Parameter from nutrients.res via res_read_csdb,res_read_csdb,res_cs_data(ires)
plant_name,RESERVOIR,nutrients.res,nutrients.res,3013,R,char,,,,,Parameter from nutrients.res via cs_plant_read,cs_plant_read,plant_name
bor_stress_a,RESERVOIR,nutrients.res,nutrients.res,3014,R,char,,,,,Parameter from nutrients.res via cs_plant_read,cs_plant_read,bor_stress_a(iplant)
bor_stress_b,RESERVOIR,nutrients.res,nutrients.res,3015,R,char,,,,,Parameter from nutrients.res via cs_plant_read,cs_plant_read,bor_stress_b(iplant)
bsn,GENERAL,object.cnt,object.cnt,3016,R,char,,,,,Parameter from object.cnt via basin_read_objs,basin_read_objs,bsn
sp_ob,GENERAL,object.cnt,object.cnt,3017,R,char,,,,,Parameter from object.cnt via basin_read_objs,basin_read_objs,sp_ob
ob_out,GENERAL,object.cnt,object.cnt,3018,R,char,,,,,Parameter from object.cnt via object_read_output,object_read_output,ob_out(ii)%obtyp
ob_out,GENERAL,object.cnt,object.cnt,3019,R,char,,,,,Parameter from object.cnt via object_read_output,object_read_output,ob_out(ii)%obtypno
ob_out,GENERAL,object.cnt,object.cnt,3020,R,char,,,,,Parameter from object.cnt via object_read_output,object_read_output,ob_out(ii)%hydtyp
ob_out,GENERAL,object.cnt,object.cnt,3021,R,char,,,,,Parameter from object.cnt via object_read_output,object_read_output,ob_out(ii)%filename
bsn,GENERAL,object.prt,object.prt,3022,R,char,,,,,Parameter from object.prt via basin_read_objs,basin_read_objs,bsn
sp_ob,GENERAL,object.prt,object.prt,3023,R,char,,,,,Parameter from object.prt via basin_read_objs,basin_read_objs,sp_ob
ob_out,GENERAL,object.prt,object.prt,3024,R,char,,,,,Parameter from object.prt via object_read_output,object_read_output,ob_out(ii)%obtyp
ob_out,GENERAL,object.prt,object.prt,3025,R,char,,,,,Parameter from object.prt via object_read_output,object_read_output,ob_out(ii)%obtypno
ob_out,GENERAL,object.prt,object.prt,3026,R,char,,,,,Parameter from object.prt via object_read_output,object_read_output,ob_out(ii)%hydtyp
ob_out,GENERAL,object.prt,object.prt,3027,R,char,,,,,Parameter from object.prt via object_read_output,object_read_output,ob_out(ii)%filename
om_init_name,GENERAL,om_water.ini,om_water.ini,3028,R,char,,,,,Parameter from om_water.ini via om_water_init,om_water_init,om_init_name(ichi)
om_init_water,GENERAL,om_water.ini,om_water.ini,3029,R,char,,,,,Parameter from om_water.ini via om_water_init,om_water_init,om_init_water(ichi)
sol_plt_ini,GENERAL,om_water.ini,om_water.ini,3030,R,char,,,,,Parameter from om_water.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%name
sol_plt_ini,GENERAL,om_water.ini,om_water.ini,3031,R,char,,,,,Parameter from om_water.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%sw_frac
sol_plt_ini,GENERAL,om_water.ini,om_water.ini,3032,R,char,,,,,Parameter from om_water.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%nutc
sol_plt_ini,GENERAL,om_water.ini,om_water.ini,3033,R,char,,,,,Parameter from om_water.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%pestc
sol_plt_ini,GENERAL,om_water.ini,om_water.ini,3034,R,char,,,,,Parameter from om_water.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%pathc
sol_plt_ini,GENERAL,om_water.ini,om_water.ini,3035,R,char,,,,,Parameter from om_water.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%saltc
sol_plt_ini,GENERAL,om_water.ini,om_water.ini,3036,R,char,,,,,Parameter from om_water.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%hmetc
hru_db,CONNECT,outlet.con,outlet.con,3037,R,char,,,,,Parameter from outlet.con via hru_read,hru_read,hru_db(i)%dbsc
ch_dat_c,CONNECT,outlet.con,outlet.con,3038,R,char,,,,,Parameter from outlet.con via ch_read,ch_read,ch_dat_c(ichi)
res_dat_c,CONNECT,outlet.con,outlet.con,3039,R,char,,,,,Parameter from outlet.con via res_read,res_read,res_dat_c(ires)
aqudb,CONNECT,outlet.con,outlet.con,3040,R,char,,,,,Parameter from outlet.con via aqu_read,aqu_read,aqudb(i)
jday,CONNECT,outlet.con,outlet.con,3041,R,int,,,,,Parameter from outlet.con via recall_read,recall_read,jday
mo,CONNECT,outlet.con,outlet.con,3042,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,mo
day_mo,CONNECT,outlet.con,outlet.con,3043,R,int,,,,,Parameter from outlet.con via recall_read,recall_read,day_mo
iyr,CONNECT,outlet.con,outlet.con,3044,R,int,,,,,Parameter from outlet.con via recall_read,recall_read,iyr
jday1,CONNECT,outlet.con,outlet.con,3045,R,int,,,,,Parameter from outlet.con via recall_read,recall_read,jday1
mo1,CONNECT,outlet.con,outlet.con,3046,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,mo1
day_mo,CONNECT,outlet.con,outlet.con,3047,R,int,,,,,Parameter from outlet.con via recall_read,recall_read,day_mo
iyr,CONNECT,outlet.con,outlet.con,3048,R,int,,,,,Parameter from outlet.con via recall_read,recall_read,iyr
jday,CONNECT,outlet.con,outlet.con,3049,R,int,,,,,Parameter from outlet.con via recall_read,recall_read,jday
mo,CONNECT,outlet.con,outlet.con,3050,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,mo
day_mo,CONNECT,outlet.con,outlet.con,3051,R,int,,,,,Parameter from outlet.con via recall_read,recall_read,day_mo
iyr,CONNECT,outlet.con,outlet.con,3052,R,int,,,,,Parameter from outlet.con via recall_read,recall_read,iyr
ob_typ,CONNECT,outlet.con,outlet.con,3053,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,ob_typ
ob_name,CONNECT,outlet.con,outlet.con,3054,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,ob_name
recall,CONNECT,outlet.con,outlet.con,3055,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,"recall(i)%hd(jday1,iyrs)"
jday,CONNECT,outlet.con,outlet.con,3056,R,int,,,,,Parameter from outlet.con via recall_read,recall_read,jday
mo,CONNECT,outlet.con,outlet.con,3057,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,mo
day_mo,CONNECT,outlet.con,outlet.con,3058,R,int,,,,,Parameter from outlet.con via recall_read,recall_read,day_mo
iyr,CONNECT,outlet.con,outlet.con,3059,R,int,,,,,Parameter from outlet.con via recall_read,recall_read,iyr
ob_typ,CONNECT,outlet.con,outlet.con,3060,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,ob_typ
ob_name,CONNECT,outlet.con,outlet.con,3061,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,ob_name
recall,CONNECT,outlet.con,outlet.con,3062,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,"recall(i)%hd(mo1,iyrs)"
jday,CONNECT,outlet.con,outlet.con,3063,R,int,,,,,Parameter from outlet.con via recall_read,recall_read,jday
mo,CONNECT,outlet.con,outlet.con,3064,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,mo
day_mo,CONNECT,outlet.con,outlet.con,3065,R,int,,,,,Parameter from outlet.con via recall_read,recall_read,day_mo
iyr,CONNECT,outlet.con,outlet.con,3066,R,int,,,,,Parameter from outlet.con via recall_read,recall_read,iyr
ob_typ,CONNECT,outlet.con,outlet.con,3067,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,ob_typ
ob_name,CONNECT,outlet.con,outlet.con,3068,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,ob_name
ht1,CONNECT,outlet.con,outlet.con,3069,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,ht1
iyr,CONNECT,outlet.con,outlet.con,3070,R,int,,,,,Parameter from outlet.con via recall_read,recall_read,iyr
istep,CONNECT,outlet.con,outlet.con,3071,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,istep
iyr,CONNECT,outlet.con,outlet.con,3072,R,int,,,,,Parameter from outlet.con via recall_read,recall_read,iyr
istep,CONNECT,outlet.con,outlet.con,3073,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,istep
recall,CONNECT,outlet.con,outlet.con,3074,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,"recall(i)%hd(istep,iyrs)"
recall,CONNECT,outlet.con,outlet.con,3075,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,recall(i)%name
recall,CONNECT,outlet.con,outlet.con,3076,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,recall(i)%typ
recall,CONNECT,outlet.con,outlet.con,3077,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,recall(i)%filename
rec_pest,CONNECT,outlet.con,outlet.con,3078,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,rec_pest(i)%name
rec_pest,CONNECT,outlet.con,outlet.con,3079,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,rec_pest(i)%typ
rec_pest,CONNECT,outlet.con,outlet.con,3080,R,char,,,,,Parameter from outlet.con via recall_read,recall_read,rec_pest(i)%filename
lum,GENERAL,ovn_table.lum,ovn_table.lum,3081,R,char,,,,,Parameter from ovn_table.lum via landuse_read,landuse_read,lum(ilu)
sol_plt_ini,HRU,path_hru.ini,path_hru.ini,3082,R,char,,,,,Parameter from path_hru.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%name
sol_plt_ini,HRU,path_hru.ini,path_hru.ini,3083,R,char,,,,,Parameter from path_hru.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%sw_frac
sol_plt_ini,HRU,path_hru.ini,path_hru.ini,3084,R,char,,,,,Parameter from path_hru.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%nutc
sol_plt_ini,HRU,path_hru.ini,path_hru.ini,3085,R,char,,,,,Parameter from path_hru.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%pestc
sol_plt_ini,HRU,path_hru.ini,path_hru.ini,3086,R,char,,,,,Parameter from path_hru.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%pathc
sol_plt_ini,HRU,path_hru.ini,path_hru.ini,3087,R,char,,,,,Parameter from path_hru.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%saltc
sol_plt_ini,HRU,path_hru.ini,path_hru.ini,3088,R,char,,,,,Parameter from path_hru.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%hmetc
om_init_name,HRU,path_hru.ini,path_hru.ini,3089,R,char,,,,,Parameter from path_hru.ini via om_water_init,om_water_init,om_init_name(ichi)
om_init_water,HRU,path_hru.ini,path_hru.ini,3090,R,char,,,,,Parameter from path_hru.ini via om_water_init,om_water_init,om_init_water(ichi)
path_init_name,GENERAL,path_water.ini,path_water.ini,3091,R,char,,,,,Parameter from path_water.ini via path_cha_res_read,path_cha_res_read,path_init_name(ipathi)
titldum,GENERAL,path_water.ini,path_water.ini,3092,R,char,,,,,Parameter from path_water.ini via path_cha_res_read,path_cha_res_read,titldum
path_water_ini,GENERAL,path_water.ini,path_water.ini,3093,R,char,,,,,Parameter from path_water.ini via path_cha_res_read,path_cha_res_read,path_water_ini(ipathi)%water
path_water_ini,GENERAL,path_water.ini,path_water.ini,3094,R,char,,,,,Parameter from path_water.ini via path_cha_res_read,path_cha_res_read,path_water_ini(ipathi)%benthic
sol_plt_ini,GENERAL,path_water.ini,path_water.ini,3095,R,char,,,,,Parameter from path_water.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%name
sol_plt_ini,GENERAL,path_water.ini,path_water.ini,3096,R,char,,,,,Parameter from path_water.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%sw_frac
sol_plt_ini,GENERAL,path_water.ini,path_water.ini,3097,R,char,,,,,Parameter from path_water.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%nutc
sol_plt_ini,GENERAL,path_water.ini,path_water.ini,3098,R,char,,,,,Parameter from path_water.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%pestc
sol_plt_ini,GENERAL,path_water.ini,path_water.ini,3099,R,char,,,,,Parameter from path_water.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%pathc
sol_plt_ini,GENERAL,path_water.ini,path_water.ini,3100,R,char,,,,,Parameter from path_water.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%saltc
sol_plt_ini,GENERAL,path_water.ini,path_water.ini,3101,R,char,,,,,Parameter from path_water.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%hmetc
om_init_name,GENERAL,path_water.ini,path_water.ini,3102,R,char,,,,,Parameter from path_water.ini via om_water_init,om_water_init,om_init_name(ichi)
om_init_water,GENERAL,path_water.ini,path_water.ini,3103,R,char,,,,,Parameter from path_water.ini via om_water_init,om_water_init,om_init_water(ichi)
pcp,CLIMATE,pcp.cli,pcp.cli,3104,R,real,mm,,,,Parameter from pcp.cli via cli_pmeas,cli_pmeas,pcp(i)%nbyr
pcp,CLIMATE,pcp.cli,pcp.cli,3105,R,real,mm,,,,Parameter from pcp.cli via cli_pmeas,cli_pmeas,pcp(i)%tstep
pcp,CLIMATE,pcp.cli,pcp.cli,3106,R,real,mm,,,,Parameter from pcp.cli via cli_pmeas,cli_pmeas,pcp(i)%lat
pcp,CLIMATE,pcp.cli,pcp.cli,3107,R,real,mm,,,,Parameter from pcp.cli via cli_pmeas,cli_pmeas,pcp(i)%long
pcp,CLIMATE,pcp.cli,pcp.cli,3108,R,real,mm,,,,Parameter from pcp.cli via cli_pmeas,cli_pmeas,pcp(i)%elev
iyr,CLIMATE,pcp.cli,pcp.cli,3109,R,int,,,,,Parameter from pcp.cli via cli_pmeas,cli_pmeas,iyr
istep,CLIMATE,pcp.cli,pcp.cli,3110,R,char,,,,,Parameter from pcp.cli via cli_pmeas,cli_pmeas,istep
iyr,CLIMATE,pcp.cli,pcp.cli,3111,R,int,,,,,Parameter from pcp.cli via cli_pmeas,cli_pmeas,iyr
istep,CLIMATE,pcp.cli,pcp.cli,3112,R,char,,,,,Parameter from pcp.cli via cli_pmeas,cli_pmeas,istep
mo,CLIMATE,pcp.cli,pcp.cli,3113,R,char,,,,,Parameter from pcp.cli via cli_pmeas,cli_pmeas,mo
day_mo,CLIMATE,pcp.cli,pcp.cli,3114,R,int,,,,,Parameter from pcp.cli via cli_pmeas,cli_pmeas,day_mo
ihr,CLIMATE,pcp.cli,pcp.cli,3115,R,char,,,,,Parameter from pcp.cli via cli_pmeas,cli_pmeas,ihr
pcp,CLIMATE,pcp.cli,pcp.cli,3116,R,real,mm,,,,Parameter from pcp.cli via cli_pmeas,cli_pmeas,"pcp(i)%tss(iss,istep,iyrs)"
iyr,CLIMATE,pcp.cli,pcp.cli,3117,R,int,,,,,Parameter from pcp.cli via cli_pmeas,cli_pmeas,iyr
istep,CLIMATE,pcp.cli,pcp.cli,3118,R,char,,,,,Parameter from pcp.cli via cli_pmeas,cli_pmeas,istep
pcp,CLIMATE,pcp.cli,pcp.cli,3119,R,real,mm,,,,Parameter from pcp.cli via cli_pmeas,cli_pmeas,"pcp(i)%ts(istep,iyrs)"
pcp_n,CLIMATE,pcp.cli,pcp.cli,3120,R,real,mm,,,,Parameter from pcp.cli via cli_pmeas,cli_pmeas,pcp_n(i)
pcp,CLIMATE,pcp.cli,pcp.cli,3121,R,real,mm,,,,Parameter from pcp.cli via cli_pmeas,cli_pmeas,pcp(i)%filename
wst,CLIMATE,pcp.cli,pcp.cli,3122,R,char,,,,,Parameter from pcp.cli via cli_staread,cli_staread,wst(i)%name
wst,CLIMATE,pcp.cli,pcp.cli,3123,R,char,,,,,Parameter from pcp.cli via cli_staread,cli_staread,wst(i)%wco_c
tmp,CLIMATE,pcp.cli,pcp.cli,3124,R,real,degC,,,,Parameter from pcp.cli via cli_tmeas,cli_tmeas,tmp(i)%nbyr
tmp,CLIMATE,pcp.cli,pcp.cli,3125,R,real,degC,,,,Parameter from pcp.cli via cli_tmeas,cli_tmeas,tmp(i)%tstep
tmp,CLIMATE,pcp.cli,pcp.cli,3126,R,real,degC,,,,Parameter from pcp.cli via cli_tmeas,cli_tmeas,tmp(i)%lat
tmp,CLIMATE,pcp.cli,pcp.cli,3127,R,real,degC,,,,Parameter from pcp.cli via cli_tmeas,cli_tmeas,tmp(i)%long
tmp,CLIMATE,pcp.cli,pcp.cli,3128,R,real,degC,,,,Parameter from pcp.cli via cli_tmeas,cli_tmeas,tmp(i)%elev
iyr,CLIMATE,pcp.cli,pcp.cli,3129,R,int,,,,,Parameter from pcp.cli via cli_tmeas,cli_tmeas,iyr
istep,CLIMATE,pcp.cli,pcp.cli,3130,R,char,,,,,Parameter from pcp.cli via cli_tmeas,cli_tmeas,istep
iyr,CLIMATE,pcp.cli,pcp.cli,3131,R,int,,,,,Parameter from pcp.cli via cli_tmeas,cli_tmeas,iyr
istep,CLIMATE,pcp.cli,pcp.cli,3132,R,char,,,,,Parameter from pcp.cli via cli_tmeas,cli_tmeas,istep
tempx,CLIMATE,pcp.cli,pcp.cli,3133,R,char,,,,,Parameter from pcp.cli via cli_tmeas,cli_tmeas,tempx
tempn,CLIMATE,pcp.cli,pcp.cli,3134,R,char,,,,,Parameter from pcp.cli via cli_tmeas,cli_tmeas,tempn
iyr,CLIMATE,pcp.cli,pcp.cli,3135,R,int,,,,,Parameter from pcp.cli via cli_tmeas,cli_tmeas,iyr
istep,CLIMATE,pcp.cli,pcp.cli,3136,R,char,,,,,Parameter from pcp.cli via cli_tmeas,cli_tmeas,istep
tmp,CLIMATE,pcp.cli,pcp.cli,3137,R,real,degC,,,,Parameter from pcp.cli via cli_tmeas,cli_tmeas,"tmp(i)%ts(istep,iyrs)"
tmp,CLIMATE,pcp.cli,pcp.cli,3138,R,real,degC,,,,Parameter from pcp.cli via cli_tmeas,cli_tmeas,"tmp(i)%ts2(istep,iyrs)"
tmp_n,CLIMATE,pcp.cli,pcp.cli,3139,R,real,degC,,,,Parameter from pcp.cli via cli_tmeas,cli_tmeas,tmp_n(i)
tmp,CLIMATE,pcp.cli,pcp.cli,3140,R,real,degC,,,,Parameter from pcp.cli via cli_tmeas,cli_tmeas,tmp(i)%filename
hmd,CLIMATE,pcp.cli,pcp.cli,3141,R,char,,,,,Parameter from pcp.cli via cli_hmeas,cli_hmeas,hmd(i)%nbyr
hmd,CLIMATE,pcp.cli,pcp.cli,3142,R,char,,,,,Parameter from pcp.cli via cli_hmeas,cli_hmeas,hmd(i)%tstep
hmd,CLIMATE,pcp.cli,pcp.cli,3143,R,char,,,,,Parameter from pcp.cli via cli_hmeas,cli_hmeas,hmd(i)%lat
hmd,CLIMATE,pcp.cli,pcp.cli,3144,R,char,,,,,Parameter from pcp.cli via cli_hmeas,cli_hmeas,hmd(i)%long
hmd,CLIMATE,pcp.cli,pcp.cli,3145,R,char,,,,,Parameter from pcp.cli via cli_hmeas,cli_hmeas,hmd(i)%elev
iyr,CLIMATE,pcp.cli,pcp.cli,3146,R,int,,,,,Parameter from pcp.cli via cli_hmeas,cli_hmeas,iyr
istep,CLIMATE,pcp.cli,pcp.cli,3147,R,char,,,,,Parameter from pcp.cli via cli_hmeas,cli_hmeas,istep
