Variable,Classification,SWAT_File,Text_File_Structure,Line,Code,Data_Type,Units,Default,Min_Value,Max_Value,Description,Source_Procedure,Original_Name
iyr,CLIMATE,pcp.cli,pcp.cli,3148,R,int,,,,,Parameter from pcp.cli via cli_hmeas,cli_hmeas,iyr
istep,CLIMATE,pcp.cli,pcp.cli,3149,R,char,,,,,Parameter from pcp.cli via cli_hmeas,cli_hmeas,istep
hmd,CLIMATE,pcp.cli,pcp.cli,3150,R,char,,,,,Parameter from pcp.cli via cli_hmeas,cli_hmeas,"hmd(i)%ts(istep,iyrs)"
hmd_n,CLIMATE,pcp.cli,pcp.cli,3151,R,char,,,,,Parameter from pcp.cli via cli_hmeas,cli_hmeas,hmd_n(i)
hmd,CLIMATE,pcp.cli,pcp.cli,3152,R,char,,,,,Parameter from pcp.cli via cli_hmeas,cli_hmeas,hmd(i)%filename
wnd,CLIMATE,pcp.cli,pcp.cli,3153,R,char,,,,,Parameter from pcp.cli via cli_wmeas,cli_wmeas,wnd(i)%nbyr
wnd,CLIMATE,pcp.cli,pcp.cli,3154,R,char,,,,,Parameter from pcp.cli via cli_wmeas,cli_wmeas,wnd(i)%tstep
wnd,CLIMATE,pcp.cli,pcp.cli,3155,R,char,,,,,Parameter from pcp.cli via cli_wmeas,cli_wmeas,wnd(i)%lat
wnd,CLIMATE,pcp.cli,pcp.cli,3156,R,char,,,,,Parameter from pcp.cli via cli_wmeas,cli_wmeas,wnd(i)%long
wnd,CLIMATE,pcp.cli,pcp.cli,3157,R,char,,,,,Parameter from pcp.cli via cli_wmeas,cli_wmeas,wnd(i)%elev
iyr,CLIMATE,pcp.cli,pcp.cli,3158,R,int,,,,,Parameter from pcp.cli via cli_wmeas,cli_wmeas,iyr
istep,CLIMATE,pcp.cli,pcp.cli,3159,R,char,,,,,Parameter from pcp.cli via cli_wmeas,cli_wmeas,istep
iyr,CLIMATE,pcp.cli,pcp.cli,3160,R,int,,,,,Parameter from pcp.cli via cli_wmeas,cli_wmeas,iyr
istep,CLIMATE,pcp.cli,pcp.cli,3161,R,char,,,,,Parameter from pcp.cli via cli_wmeas,cli_wmeas,istep
wnd,CLIMATE,pcp.cli,pcp.cli,3162,R,char,,,,,Parameter from pcp.cli via cli_wmeas,cli_wmeas,"wnd(i)%ts(istep,iyrs)"
wnd_n,CLIMATE,pcp.cli,pcp.cli,3163,R,char,,,,,Parameter from pcp.cli via cli_wmeas,cli_wmeas,wnd_n(i)
wnd,CLIMATE,pcp.cli,pcp.cli,3164,R,char,,,,,Parameter from pcp.cli via cli_wmeas,cli_wmeas,wnd(i)%filename
in_sim,CLIMATE,pcp.cli,pcp.cli,3165,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_sim
in_basin,CLIMATE,pcp.cli,pcp.cli,3166,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_basin
in_cli,CLIMATE,pcp.cli,pcp.cli,3167,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_cli
in_con,CLIMATE,pcp.cli,pcp.cli,3168,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_con
in_cha,CLIMATE,pcp.cli,pcp.cli,3169,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_cha
in_res,CLIMATE,pcp.cli,pcp.cli,3170,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_res
in_ru,CLIMATE,pcp.cli,pcp.cli,3171,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_ru
in_hru,CLIMATE,pcp.cli,pcp.cli,3172,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_hru
in_exco,CLIMATE,pcp.cli,pcp.cli,3173,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_exco
in_rec,CLIMATE,pcp.cli,pcp.cli,3174,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_rec
in_delr,CLIMATE,pcp.cli,pcp.cli,3175,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_delr
in_aqu,CLIMATE,pcp.cli,pcp.cli,3176,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_aqu
in_herd,CLIMATE,pcp.cli,pcp.cli,3177,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_herd
in_watrts,CLIMATE,pcp.cli,pcp.cli,3178,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_watrts
in_link,CLIMATE,pcp.cli,pcp.cli,3179,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_link
in_hyd,CLIMATE,pcp.cli,pcp.cli,3180,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_hyd
in_str,CLIMATE,pcp.cli,pcp.cli,3181,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_str
in_parmdb,CLIMATE,pcp.cli,pcp.cli,3182,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_parmdb
in_ops,CLIMATE,pcp.cli,pcp.cli,3183,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_ops
in_lum,CLIMATE,pcp.cli,pcp.cli,3184,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_lum
in_chg,CLIMATE,pcp.cli,pcp.cli,3185,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_chg
in_init,CLIMATE,pcp.cli,pcp.cli,3186,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_init
in_sol,CLIMATE,pcp.cli,pcp.cli,3187,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_sol
in_cond,CLIMATE,pcp.cli,pcp.cli,3188,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_cond
in_regs,CLIMATE,pcp.cli,pcp.cli,3189,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_regs
in_path_pcp,CLIMATE,pcp.cli,pcp.cli,3190,R,real,mm,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_path_pcp
in_path_tmp,CLIMATE,pcp.cli,pcp.cli,3191,R,real,degC,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_path_tmp
in_path_slr,CLIMATE,pcp.cli,pcp.cli,3192,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_path_slr
in_path_hmd,CLIMATE,pcp.cli,pcp.cli,3193,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_path_hmd
in_path_wnd,CLIMATE,pcp.cli,pcp.cli,3194,R,char,,,,,Parameter from pcp.cli via readcio_read,readcio_read,in_path_wnd
sol_plt_ini,HRU,pest_hru.ini,pest_hru.ini,3195,R,char,,,,,Parameter from pest_hru.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%name
sol_plt_ini,HRU,pest_hru.ini,pest_hru.ini,3196,R,char,,,,,Parameter from pest_hru.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%sw_frac
sol_plt_ini,HRU,pest_hru.ini,pest_hru.ini,3197,R,char,,,,,Parameter from pest_hru.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%nutc
sol_plt_ini,HRU,pest_hru.ini,pest_hru.ini,3198,R,char,,,,,Parameter from pest_hru.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%pestc
sol_plt_ini,HRU,pest_hru.ini,pest_hru.ini,3199,R,char,,,,,Parameter from pest_hru.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%pathc
sol_plt_ini,HRU,pest_hru.ini,pest_hru.ini,3200,R,char,,,,,Parameter from pest_hru.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%saltc
sol_plt_ini,HRU,pest_hru.ini,pest_hru.ini,3201,R,char,,,,,Parameter from pest_hru.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%hmetc
om_init_name,HRU,pest_hru.ini,pest_hru.ini,3202,R,char,,,,,Parameter from pest_hru.ini via om_water_init,om_water_init,om_init_name(ichi)
om_init_water,HRU,pest_hru.ini,pest_hru.ini,3203,R,char,,,,,Parameter from pest_hru.ini via om_water_init,om_water_init,om_init_water(ichi)
pest_init_name,PESTICIDE,pest_water.ini,pest_water.ini,3204,R,char,,,,,Parameter from pest_water.ini via pest_cha_res_read,pest_cha_res_read,pest_init_name(ipesti)
titldum,PESTICIDE,pest_water.ini,pest_water.ini,3205,R,char,,,,,Parameter from pest_water.ini via pest_cha_res_read,pest_cha_res_read,titldum
pest_water_ini,PESTICIDE,pest_water.ini,pest_water.ini,3206,R,char,,,,,Parameter from pest_water.ini via pest_cha_res_read,pest_cha_res_read,pest_water_ini(ipesti)%water
pest_water_ini,PESTICIDE,pest_water.ini,pest_water.ini,3207,R,char,,,,,Parameter from pest_water.ini via pest_cha_res_read,pest_cha_res_read,pest_water_ini(ipesti)%benthic
sol_plt_ini,PESTICIDE,pest_water.ini,pest_water.ini,3208,R,char,,,,,Parameter from pest_water.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%name
sol_plt_ini,PESTICIDE,pest_water.ini,pest_water.ini,3209,R,char,,,,,Parameter from pest_water.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%sw_frac
sol_plt_ini,PESTICIDE,pest_water.ini,pest_water.ini,3210,R,char,,,,,Parameter from pest_water.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%nutc
sol_plt_ini,PESTICIDE,pest_water.ini,pest_water.ini,3211,R,char,,,,,Parameter from pest_water.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%pestc
sol_plt_ini,PESTICIDE,pest_water.ini,pest_water.ini,3212,R,char,,,,,Parameter from pest_water.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%pathc
sol_plt_ini,PESTICIDE,pest_water.ini,pest_water.ini,3213,R,char,,,,,Parameter from pest_water.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%saltc
sol_plt_ini,PESTICIDE,pest_water.ini,pest_water.ini,3214,R,char,,,,,Parameter from pest_water.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%hmetc
om_init_name,PESTICIDE,pest_water.ini,pest_water.ini,3215,R,char,,,,,Parameter from pest_water.ini via om_water_init,om_water_init,om_init_name(ichi)
om_init_water,PESTICIDE,pest_water.ini,pest_water.ini,3216,R,char,,,,,Parameter from pest_water.ini via om_water_init,om_water_init,om_init_water(ichi)
petm,CLIMATE,pet.cli,pet.cli,3217,R,char,,,,,Parameter from pet.cli via cli_petmeas,cli_petmeas,petm(i)%nbyr
petm,CLIMATE,pet.cli,pet.cli,3218,R,char,,,,,Parameter from pet.cli via cli_petmeas,cli_petmeas,petm(i)%tstep
petm,CLIMATE,pet.cli,pet.cli,3219,R,char,,,,,Parameter from pet.cli via cli_petmeas,cli_petmeas,petm(i)%lat
petm,CLIMATE,pet.cli,pet.cli,3220,R,char,,,,,Parameter from pet.cli via cli_petmeas,cli_petmeas,petm(i)%long
petm,CLIMATE,pet.cli,pet.cli,3221,R,char,,,,,Parameter from pet.cli via cli_petmeas,cli_petmeas,petm(i)%elev
iyr,CLIMATE,pet.cli,pet.cli,3222,R,int,,,,,Parameter from pet.cli via cli_petmeas,cli_petmeas,iyr
istep,CLIMATE,pet.cli,pet.cli,3223,R,char,,,,,Parameter from pet.cli via cli_petmeas,cli_petmeas,istep
iyr,CLIMATE,pet.cli,pet.cli,3224,R,int,,,,,Parameter from pet.cli via cli_petmeas,cli_petmeas,iyr
istep,CLIMATE,pet.cli,pet.cli,3225,R,char,,,,,Parameter from pet.cli via cli_petmeas,cli_petmeas,istep
pet_read,CLIMATE,pet.cli,pet.cli,3226,R,char,,,,,Parameter from pet.cli via cli_petmeas,cli_petmeas,pet_read
iyr,CLIMATE,pet.cli,pet.cli,3227,R,int,,,,,Parameter from pet.cli via cli_petmeas,cli_petmeas,iyr
istep,CLIMATE,pet.cli,pet.cli,3228,R,char,,,,,Parameter from pet.cli via cli_petmeas,cli_petmeas,istep
petm,CLIMATE,pet.cli,pet.cli,3229,R,char,,,,,Parameter from pet.cli via cli_petmeas,cli_petmeas,"petm(i)%ts(istep,iyrs)"
petm_n,CLIMATE,pet.cli,pet.cli,3230,R,char,,,,,Parameter from pet.cli via cli_petmeas,cli_petmeas,petm_n(i)
petm,CLIMATE,pet.cli,pet.cli,3231,R,char,,,,,Parameter from pet.cli via cli_petmeas,cli_petmeas,petm(i)%filename
wst,CLIMATE,pet.cli,pet.cli,3232,R,char,,,,,Parameter from pet.cli via cli_staread,cli_staread,wst(i)%name
wst,CLIMATE,pet.cli,pet.cli,3233,R,char,,,,,Parameter from pet.cli via cli_staread,cli_staread,wst(i)%wco_c
pcp,CLIMATE,pet.cli,pet.cli,3234,R,real,mm,,,,Parameter from pet.cli via cli_pmeas,cli_pmeas,pcp(i)%nbyr
pcp,CLIMATE,pet.cli,pet.cli,3235,R,real,mm,,,,Parameter from pet.cli via cli_pmeas,cli_pmeas,pcp(i)%tstep
pcp,CLIMATE,pet.cli,pet.cli,3236,R,real,mm,,,,Parameter from pet.cli via cli_pmeas,cli_pmeas,pcp(i)%lat
pcp,CLIMATE,pet.cli,pet.cli,3237,R,real,mm,,,,Parameter from pet.cli via cli_pmeas,cli_pmeas,pcp(i)%long
pcp,CLIMATE,pet.cli,pet.cli,3238,R,real,mm,,,,Parameter from pet.cli via cli_pmeas,cli_pmeas,pcp(i)%elev
iyr,CLIMATE,pet.cli,pet.cli,3239,R,int,,,,,Parameter from pet.cli via cli_pmeas,cli_pmeas,iyr
istep,CLIMATE,pet.cli,pet.cli,3240,R,char,,,,,Parameter from pet.cli via cli_pmeas,cli_pmeas,istep
iyr,CLIMATE,pet.cli,pet.cli,3241,R,int,,,,,Parameter from pet.cli via cli_pmeas,cli_pmeas,iyr
istep,CLIMATE,pet.cli,pet.cli,3242,R,char,,,,,Parameter from pet.cli via cli_pmeas,cli_pmeas,istep
mo,CLIMATE,pet.cli,pet.cli,3243,R,char,,,,,Parameter from pet.cli via cli_pmeas,cli_pmeas,mo
day_mo,CLIMATE,pet.cli,pet.cli,3244,R,int,,,,,Parameter from pet.cli via cli_pmeas,cli_pmeas,day_mo
ihr,CLIMATE,pet.cli,pet.cli,3245,R,char,,,,,Parameter from pet.cli via cli_pmeas,cli_pmeas,ihr
pcp,CLIMATE,pet.cli,pet.cli,3246,R,real,mm,,,,Parameter from pet.cli via cli_pmeas,cli_pmeas,"pcp(i)%tss(iss,istep,iyrs)"
iyr,CLIMATE,pet.cli,pet.cli,3247,R,int,,,,,Parameter from pet.cli via cli_pmeas,cli_pmeas,iyr
istep,CLIMATE,pet.cli,pet.cli,3248,R,char,,,,,Parameter from pet.cli via cli_pmeas,cli_pmeas,istep
pcp,CLIMATE,pet.cli,pet.cli,3249,R,real,mm,,,,Parameter from pet.cli via cli_pmeas,cli_pmeas,"pcp(i)%ts(istep,iyrs)"
pcp_n,CLIMATE,pet.cli,pet.cli,3250,R,real,mm,,,,Parameter from pet.cli via cli_pmeas,cli_pmeas,pcp_n(i)
pcp,CLIMATE,pet.cli,pet.cli,3251,R,real,mm,,,,Parameter from pet.cli via cli_pmeas,cli_pmeas,pcp(i)%filename
tmp,CLIMATE,pet.cli,pet.cli,3252,R,real,degC,,,,Parameter from pet.cli via cli_tmeas,cli_tmeas,tmp(i)%nbyr
tmp,CLIMATE,pet.cli,pet.cli,3253,R,real,degC,,,,Parameter from pet.cli via cli_tmeas,cli_tmeas,tmp(i)%tstep
tmp,CLIMATE,pet.cli,pet.cli,3254,R,real,degC,,,,Parameter from pet.cli via cli_tmeas,cli_tmeas,tmp(i)%lat
tmp,CLIMATE,pet.cli,pet.cli,3255,R,real,degC,,,,Parameter from pet.cli via cli_tmeas,cli_tmeas,tmp(i)%long
tmp,CLIMATE,pet.cli,pet.cli,3256,R,real,degC,,,,Parameter from pet.cli via cli_tmeas,cli_tmeas,tmp(i)%elev
iyr,CLIMATE,pet.cli,pet.cli,3257,R,int,,,,,Parameter from pet.cli via cli_tmeas,cli_tmeas,iyr
istep,CLIMATE,pet.cli,pet.cli,3258,R,char,,,,,Parameter from pet.cli via cli_tmeas,cli_tmeas,istep
iyr,CLIMATE,pet.cli,pet.cli,3259,R,int,,,,,Parameter from pet.cli via cli_tmeas,cli_tmeas,iyr
istep,CLIMATE,pet.cli,pet.cli,3260,R,char,,,,,Parameter from pet.cli via cli_tmeas,cli_tmeas,istep
tempx,CLIMATE,pet.cli,pet.cli,3261,R,char,,,,,Parameter from pet.cli via cli_tmeas,cli_tmeas,tempx
tempn,CLIMATE,pet.cli,pet.cli,3262,R,char,,,,,Parameter from pet.cli via cli_tmeas,cli_tmeas,tempn
iyr,CLIMATE,pet.cli,pet.cli,3263,R,int,,,,,Parameter from pet.cli via cli_tmeas,cli_tmeas,iyr
istep,CLIMATE,pet.cli,pet.cli,3264,R,char,,,,,Parameter from pet.cli via cli_tmeas,cli_tmeas,istep
tmp,CLIMATE,pet.cli,pet.cli,3265,R,real,degC,,,,Parameter from pet.cli via cli_tmeas,cli_tmeas,"tmp(i)%ts(istep,iyrs)"
tmp,CLIMATE,pet.cli,pet.cli,3266,R,real,degC,,,,Parameter from pet.cli via cli_tmeas,cli_tmeas,"tmp(i)%ts2(istep,iyrs)"
tmp_n,CLIMATE,pet.cli,pet.cli,3267,R,real,degC,,,,Parameter from pet.cli via cli_tmeas,cli_tmeas,tmp_n(i)
tmp,CLIMATE,pet.cli,pet.cli,3268,R,real,degC,,,,Parameter from pet.cli via cli_tmeas,cli_tmeas,tmp(i)%filename
hmd,CLIMATE,pet.cli,pet.cli,3269,R,char,,,,,Parameter from pet.cli via cli_hmeas,cli_hmeas,hmd(i)%nbyr
hmd,CLIMATE,pet.cli,pet.cli,3270,R,char,,,,,Parameter from pet.cli via cli_hmeas,cli_hmeas,hmd(i)%tstep
hmd,CLIMATE,pet.cli,pet.cli,3271,R,char,,,,,Parameter from pet.cli via cli_hmeas,cli_hmeas,hmd(i)%lat
hmd,CLIMATE,pet.cli,pet.cli,3272,R,char,,,,,Parameter from pet.cli via cli_hmeas,cli_hmeas,hmd(i)%long
hmd,CLIMATE,pet.cli,pet.cli,3273,R,char,,,,,Parameter from pet.cli via cli_hmeas,cli_hmeas,hmd(i)%elev
iyr,CLIMATE,pet.cli,pet.cli,3274,R,int,,,,,Parameter from pet.cli via cli_hmeas,cli_hmeas,iyr
istep,CLIMATE,pet.cli,pet.cli,3275,R,char,,,,,Parameter from pet.cli via cli_hmeas,cli_hmeas,istep
iyr,CLIMATE,pet.cli,pet.cli,3276,R,int,,,,,Parameter from pet.cli via cli_hmeas,cli_hmeas,iyr
istep,CLIMATE,pet.cli,pet.cli,3277,R,char,,,,,Parameter from pet.cli via cli_hmeas,cli_hmeas,istep
hmd,CLIMATE,pet.cli,pet.cli,3278,R,char,,,,,Parameter from pet.cli via cli_hmeas,cli_hmeas,"hmd(i)%ts(istep,iyrs)"
hmd_n,CLIMATE,pet.cli,pet.cli,3279,R,char,,,,,Parameter from pet.cli via cli_hmeas,cli_hmeas,hmd_n(i)
hmd,CLIMATE,pet.cli,pet.cli,3280,R,char,,,,,Parameter from pet.cli via cli_hmeas,cli_hmeas,hmd(i)%filename
wnd,CLIMATE,pet.cli,pet.cli,3281,R,char,,,,,Parameter from pet.cli via cli_wmeas,cli_wmeas,wnd(i)%nbyr
wnd,CLIMATE,pet.cli,pet.cli,3282,R,char,,,,,Parameter from pet.cli via cli_wmeas,cli_wmeas,wnd(i)%tstep
wnd,CLIMATE,pet.cli,pet.cli,3283,R,char,,,,,Parameter from pet.cli via cli_wmeas,cli_wmeas,wnd(i)%lat
wnd,CLIMATE,pet.cli,pet.cli,3284,R,char,,,,,Parameter from pet.cli via cli_wmeas,cli_wmeas,wnd(i)%long
wnd,CLIMATE,pet.cli,pet.cli,3285,R,char,,,,,Parameter from pet.cli via cli_wmeas,cli_wmeas,wnd(i)%elev
iyr,CLIMATE,pet.cli,pet.cli,3286,R,int,,,,,Parameter from pet.cli via cli_wmeas,cli_wmeas,iyr
istep,CLIMATE,pet.cli,pet.cli,3287,R,char,,,,,Parameter from pet.cli via cli_wmeas,cli_wmeas,istep
iyr,CLIMATE,pet.cli,pet.cli,3288,R,int,,,,,Parameter from pet.cli via cli_wmeas,cli_wmeas,iyr
istep,CLIMATE,pet.cli,pet.cli,3289,R,char,,,,,Parameter from pet.cli via cli_wmeas,cli_wmeas,istep
wnd,CLIMATE,pet.cli,pet.cli,3290,R,char,,,,,Parameter from pet.cli via cli_wmeas,cli_wmeas,"wnd(i)%ts(istep,iyrs)"
wnd_n,CLIMATE,pet.cli,pet.cli,3291,R,char,,,,,Parameter from pet.cli via cli_wmeas,cli_wmeas,wnd_n(i)
wnd,CLIMATE,pet.cli,pet.cli,3292,R,char,,,,,Parameter from pet.cli via cli_wmeas,cli_wmeas,wnd(i)%filename
plcal,PLANT,plant.ini,plant.ini,3293,R,char,,,,,Parameter from plant.ini via pl_read_regions_cal,pl_read_regions_cal,plcal(i)%name
plcal,PLANT,plant.ini,plant.ini,3294,R,char,,,,,Parameter from plant.ini via pl_read_regions_cal,pl_read_regions_cal,plcal(i)%lum_num
nspu,PLANT,plant.ini,plant.ini,3295,R,char,,,,,Parameter from plant.ini via pl_read_regions_cal,pl_read_regions_cal,nspu
plcal,PLANT,plant.ini,plant.ini,3296,R,char,,,,,Parameter from plant.ini via pl_read_regions_cal,pl_read_regions_cal,plcal(i)%name
plcal,PLANT,plant.ini,plant.ini,3297,R,char,,,,,Parameter from plant.ini via pl_read_regions_cal,pl_read_regions_cal,plcal(i)%lum_num
nspu,PLANT,plant.ini,plant.ini,3298,R,char,,,,,Parameter from plant.ini via pl_read_regions_cal,pl_read_regions_cal,nspu
"elem_cnt, isp = 1, nspu",PLANT,plant.ini,plant.ini,3299,R,int,,,,,Parameter from plant.ini via pl_read_regions_cal,pl_read_regions_cal,"elem_cnt(isp), isp = 1, nspu"
plcal,PLANT,plant.ini,plant.ini,3300,R,char,,,,,Parameter from plant.ini via pl_read_regions_cal,pl_read_regions_cal,plcal(i)%lum(ilum)%meas
sol_plt_ini,PLANT,plant.ini,plant.ini,3301,R,char,,,,,Parameter from plant.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%name
sol_plt_ini,PLANT,plant.ini,plant.ini,3302,R,char,,,,,Parameter from plant.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%sw_frac
sol_plt_ini,PLANT,plant.ini,plant.ini,3303,R,char,,,,,Parameter from plant.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%nutc
sol_plt_ini,PLANT,plant.ini,plant.ini,3304,R,char,,,,,Parameter from plant.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%pestc
sol_plt_ini,PLANT,plant.ini,plant.ini,3305,R,char,,,,,Parameter from plant.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%pathc
sol_plt_ini,PLANT,plant.ini,plant.ini,3306,R,char,,,,,Parameter from plant.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%saltc
sol_plt_ini,PLANT,plant.ini,plant.ini,3307,R,char,,,,,Parameter from plant.ini via soil_plant_init,soil_plant_init,sol_plt_ini(ii)%hmetc
pldb,PLANT,plant.ini,plant.ini,3308,R,char,,,,,Parameter from plant.ini via plant_parm_read,plant_parm_read,pldb(ic)
pldb,PLANT,plant.ini,plant.ini,3309,R,char,,,,,Parameter from plant.ini via plant_parm_read,plant_parm_read,pldb(ic)
pl_class,PLANT,plant.ini,plant.ini,3310,R,char,,,,,Parameter from plant.ini via plant_parm_read,plant_parm_read,pl_class(ic)
sol_plt_ini_cs,PLANT,plant.ini,plant.ini,3311,R,char,,,,,Parameter from plant.ini via soil_plant_init_cs,soil_plant_init_cs,sol_plt_ini_cs(ii)%name
sol_plt_ini_cs,PLANT,plant.ini,plant.ini,3312,R,char,,,,,Parameter from plant.ini via soil_plant_init_cs,soil_plant_init_cs,sol_plt_ini_cs(ii)%pestc
sol_plt_ini_cs,PLANT,plant.ini,plant.ini,3313,R,char,,,,,Parameter from plant.ini via soil_plant_init_cs,soil_plant_init_cs,sol_plt_ini_cs(ii)%pathc
sol_plt_ini_cs,PLANT,plant.ini,plant.ini,3314,R,char,,,,,Parameter from plant.ini via soil_plant_init_cs,soil_plant_init_cs,sol_plt_ini_cs(ii)%saltc
sol_plt_ini_cs,PLANT,plant.ini,plant.ini,3315,R,char,,,,,Parameter from plant.ini via soil_plant_init_cs,soil_plant_init_cs,sol_plt_ini_cs(ii)%hmetc
sol_plt_ini_cs,PLANT,plant.ini,plant.ini,3316,R,char,,,,,Parameter from plant.ini via soil_plant_init_cs,soil_plant_init_cs,sol_plt_ini_cs(ii)%csc
transpl,PLANT,plant.ini,plant.ini,3317,R,char,,,,,Parameter from plant.ini via plant_transplant_read,plant_transplant_read,transpl(ic)
numb,PLANT,plant.ini,plant.ini,3318,R,int,,,,,Parameter from plant.ini via readpcom,readpcom,numb
pcomdb,PLANT,plant.ini,plant.ini,3319,R,char,,,,,Parameter from plant.ini via readpcom,readpcom,pcomdb(icom)%name
pcomdb,PLANT,plant.ini,plant.ini,3320,R,char,,,,,Parameter from plant.ini via readpcom,readpcom,pcomdb(icom)%plants_com
pcomdb,PLANT,plant.ini,plant.ini,3321,R,char,,,,,Parameter from plant.ini via readpcom,readpcom,pcomdb(icom)%rot_yr_ini
pcomdb,PLANT,plant.ini,plant.ini,3322,R,char,,,,,Parameter from plant.ini via readpcom,readpcom,pcomdb(icom)%pl(iplt)%cpnm
pcomdb,PLANT,plant.ini,plant.ini,3323,R,char,,,,,Parameter from plant.ini via readpcom,readpcom,pcomdb(icom)%pl(iplt)%igro
